Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
406,0.306722,0.368191,0.505478,0.47016,0.694488,0.379194,
407,0.305338,0.368312,0.506906,0.471688,0.691353,0.380139,
408,0.307576,0.358338,0.512807,0.480412,0.682432,0.382693,
409,0.307564,0.354177,0.512202,0.474507,0.682454,0.380361,
410,0.312377,0.354306,0.513722,0.476108,0.678357,0.381704,
411,0.311036,0.361766,0.511832,0.480065,0.681579,0.381294,
412,0.309359,0.364354,0.510599,0.488856,0.686772,0.381865,
413,0.309825,0.365356,0.511392,0.491385,0.686076,0.380578,
414,0.308065,0.363838,0.503472,0.491026,0.687509,0.382096,
415,0.309026,0.364577,0.503046,0.49073,0.687393,0.382243,
416,0.312058,0.364676,0.503941,0.491394,0.685021,0.382238,
417,0.314548,0.364592,0.502642,0.491222,0.687007,0.381248,
418,0.312189,0.364427,0.49376,0.494332,0.686835,0.381617,
419,0.305035,0.367844,0.486849,0.491583,0.686846,0.383909,
420,0.304136,0.366908,0.483941,0.488829,0.68768,0.385945,
421,0.302023,0.371342,0.479591,0.493025,0.686037,0.384634,
422,0.305305,0.372276,0.477438,0.49412,0.686118,0.382168,
423,0.307007,0.371141,0.475961,0.494961,0.686604,0.384517,
424,0.310887,0.370896,0.476795,0.492548,0.685494,0.384949,
425,0.311742,0.370514,0.476649,0.492342,0.68749,0.384073,
426,0.306407,0.374377,0.474018,0.49121,0.685085,0.386934,
427,0.30832,0.368903,0.476857,0.490698,0.683139,0.389778,
428,0.308284,0.366599,0.479307,0.493974,0.687231,0.387114,
429,0.309746,0.365513,0.478828,0.492746,0.686551,0.382948,
430,0.308392,0.36477,0.476999,0.493108,0.684962,0.382519,
431,0.303465,0.36439,0.481063,0.493853,0.685706,0.383069,
432,0.302315,0.356792,0.482292,0.495249,0.686347,0.383205,
433,0.314075,0.357352,0.497073,0.492759,0.687469,0.380986,
434,0.31369,0.355825,0.4948,0.491724,0.6858,0.381984,
435,0.317513,0.357878,0.501244,0.493851,0.68297,0.380711,
436,0.319054,0.358289,0.503594,0.496358,0.681805,0.38027,
437,0.317724,0.360778,0.50147,0.500324,0.681044,0.381987,
438,0.319295,0.355005,0.501786,0.496535,0.679522,0.379749,
439,0.320329,0.354436,0.50482,0.498869,0.681996,0.383938,
440,0.318757,0.368359,0.502113,0.49834,0.684388,0.387002,
441,0.318604,0.368978,0.501276,0.500527,0.688369,0.389079,
442,0.318348,0.367641,0.500038,0.489578,0.684447,0.397133,
443,0.315944,0.365471,0.503457,0.48556,0.680007,0.395975,
444,0.318302,0.365976,0.506323,0.484475,0.674326,0.396506,
445,0.323755,0.366264,0.505956,0.481143,0.671954,0.397336,
446,0.326257,0.365985,0.503346,0.474241,0.668423,0.397436,
447,0.333678,0.362244,0.503513,0.459329,0.666991,0.398885,
448,0.330316,0.3625,0.503808,0.45908,0.666184,0.399788,
449,0.33607,0.361351,0.501726,0.458969,0.664562,0.398743,
450,0.332117,0.359146,0.50165,0.456118,0.665259,0.39748,
451,0.331235,0.365762,0.500967,0.456171,0.663631,0.393958,
452,0.328932,0.361327,0.500072,0.455392,0.663661,0.387491,
453,0.328527,0.341576,0.501934,0.455181,0.666592,0.386618,
454,0.317354,0.355414,0.498432,0.456159,0.66699,0.386241,
455,0.301061,0.383158,0.493113,0.461108,0.665869,0.385804,
456,0.300225,0.381179,0.49365,0.461172,0.666127,0.387135,
457,0.301809,0.379792,0.494417,0.463552,0.668353,0.388991,
458,0.302882,0.378805,0.495418,0.458713,0.668517,0.3893,
459,0.304488,0.383886,0.493016,0.460576,0.666534,0.391026,
460,0.303578,0.384548,0.492163,0.46051,0.665454,0.392523,
461,0.304096,0.385201,0.492366,0.461524,0.666293,0.390182,
462,0.304129,0.384886,0.492054,0.456781,0.666342,0.39059,
463,0.304425,0.384561,0.494481,0.454582,0.665053,0.391973,
464,0.304772,0.385161,0.492594,0.457423,0.665573,0.395189,
465,0.304868,0.38771,0.490451,0.461839,0.66479,0.398528,
466,0.306441,0.384346,0.489925,0.46322,0.662749,0.398956,
467,0.312411,0.385583,0.487809,0.464334,0.66143,0.40245,
468,0.308398,0.386531,0.487768,0.46533,0.661687,0.403812,
469,0.312053,0.38952,0.491348,0.466006,0.661122,0.404944,
470,0.310395,0.387882,0.491542,0.471123,0.657336,0.416041,
471,0.310672,0.385729,0.491451,0.471914,0.661794,0.413718,
472,0.312657,0.382091,0.491767,0.471971,0.663655,0.411139,
473,0.310051,0.381124,0.488871,0.471258,0.660811,0.40795,
474,0.311725,0.385463,0.488363,0.470613,0.662362,0.401644,
475,0.310316,0.37581,0.490903,0.471311,0.66641,0.406238,
476,0.309892,0.382741,0.485659,0.474446,0.6697,0.409904,
477,0.30393,0.379012,0.489599,0.470594,0.666257,0.409449,
478,0.309801,0.38392,0.480398,0.471847,0.661979,0.407665,
479,0.310332,0.385894,0.47795,0.475843,0.661424,0.408229,
480,0.308621,0.389667,0.476521,0.475381,0.661936,0.410677,
481,0.313716,0.389791,0.47267,0.478102,0.661024,0.406713,
482,0.321046,0.378774,0.500854,0.478667,0.659953,0.405252,
483,0.318216,0.376203,0.493787,0.479293,0.656183,0.405986,
484,0.314432,0.375555,0.48697,0.480831,0.652447,0.401894,
485,0.315721,0.373393,0.485693,0.479081,0.652397,0.401229,
486,0.318763,0.371476,0.485784,0.4772,0.649561,0.401315,
487,0.320273,0.372145,0.483368,0.474569,0.644233,0.400787,
488,0.318747,0.378308,0.478476,0.477316,0.660489,0.423493,
489,0.317662,0.38474,0.47986,0.477547,0.660779,0.424031,
490,0.324885,0.375919,0.479861,0.475699,0.658784,0.422823,
491,0.324629,0.376394,0.478684,0.477438,0.655986,0.424043,
492,0.329397,0.365093,0.480797,0.476189,0.653498,0.422914,
493,0.335557,0.351073,0.484392,0.476383,0.653063,0.423209,
494,0.33331,0.352333,0.483129,0.475871,0.650877,0.421682,
495,0.332495,0.354014,0.483224,0.474068,0.651177,0.41783,
496,0.331976,0.349757,0.481558,0.472259,0.648645,0.418282,
497,0.332708,0.35085,0.483199,0.471737,0.649457,0.416242,
498,0.335932,0.347298,0.484901,0.471112,0.64962,0.416535,
499,0.336021,0.344384,0.483192,0.465241,0.650216,0.413816,
500,0.338054,0.342973,0.481878,0.468742,0.649455,0.412065,
501,0.340972,0.342742,0.478551,0.46652,0.64992,0.412021,
502,0.34406,0.33679,0.480621,0.474834,0.651147,0.410855,
503,0.342538,0.337318,0.476818,0.475723,0.647153,0.421625,
504,0.339734,0.351995,0.476509,0.479527,0.646919,0.425159,
505,0.339129,0.354516,0.475783,0.478995,0.645215,0.424624,
506,0.345937,0.334565,0.475769,0.480943,0.640805,0.426045,
507,0.345416,0.330921,0.475222,0.479027,0.637234,0.430188,
508,0.341584,0.337237,0.475827,0.486445,0.63697,0.433196,
509,0.341,0.332336,0.477257,0.481564,0.638176,0.432199,
510,0.342845,0.321627,0.474612,0.483253,0.63598,0.438862,
511,0.344825,0.324936,0.471803,0.483189,0.635234,0.437133,
512,0.345422,0.323272,0.471611,0.483392,0.635734,0.442947,
513,0.345278,0.32641,0.470058,0.479654,0.629219,0.444579,
514,0.346609,0.330717,0.467083,0.480435,0.629179,0.444177,
515,0.346067,0.331684,0.467543,0.477388,0.630376,0.441749,
516,0.347993,0.332291,0.470482,0.47797,0.632002,0.44121,
517,0.349728,0.331368,0.470045,0.476868,0.631498,0.443018,
518,0.349615,0.332818,0.471552,0.4728,0.631373,0.441283,
519,0.348824,0.331628,0.470541,0.469387,0.630081,0.437801,
520,0.344155,0.331644,0.471443,0.472681,0.631081,0.435312,
521,0.345696,0.332832,0.476287,0.472957,0.630749,0.433617,
522,0.345327,0.331603,0.481408,0.472854,0.630858,0.433019,
523,0.34278,0.332081,0.470204,0.464355,0.63133,0.431873,
524,0.340281,0.32922,0.469972,0.461813,0.633069,0.433969,
525,0.342747,0.324661,0.468271,0.462256,0.632763,0.436793,
526,0.346746,0.323936,0.469701,0.463142,0.635062,0.441284,
527,0.346048,0.320949,0.470896,0.462325,0.635945,0.437551,
528,0.345119,0.320305,0.467632,0.465256,0.634571,0.442304,
529,0.344621,0.320047,0.464068,0.464765,0.643993,0.440776,
530,0.340412,0.320667,0.458595,0.461323,0.6421,0.442987,
531,0.339716,0.322456,0.455362,0.463896,0.641813,0.444057,
532,0.339372,0.321037,0.456059,0.461362,0.643913,0.443747,
533,0.340756,0.319411,0.45548,0.460389,0.640761,0.443789,
534,0.34164,0.32033,0.452311,0.462134,0.640283,0.443569,
535,0.341317,0.319128,0.449192,0.462236,0.644256,0.443687,
536,0.340171,0.321912,0.440915,0.463457,0.645613,0.442156,
537,0.339899,0.328176,0.43748,0.465004,0.647449,0.445674,
538,0.33859,0.331031,0.436474,0.465181,0.646116,0.444834,
539,0.338551,0.329583,0.43437,0.46835,0.646946,0.444105,
540,0.339442,0.330071,0.43418,0.466732,0.647758,0.446673,
541,0.339186,0.329656,0.436942,0.466956,0.645095,0.447062,
542,0.339837,0.330015,0.429312,0.46481,0.646946,0.444402,
543,0.33903,0.328804,0.429882,0.463069,0.645219,0.445786,
544,0.339105,0.32892,0.433889,0.459332,0.646675,0.446124,
545,0.340608,0.325086,0.429705,0.462605,0.646981,0.447742,
546,0.341342,0.327827,0.426795,0.465177,0.647351,0.452653,
547,0.343317,0.333998,0.421295,0.467195,0.645872,0.450643,
548,0.343229,0.340768,0.423042,0.468644,0.645455,0.448316,
549,0.343384,0.339479,0.419428,0.468668,0.646617,0.44855,
550,0.344248,0.342477,0.420812,0.468058,0.643441,0.450565,
551,0.341787,0.33456,0.420211,0.464458,0.642506,0.453912,
552,0.347071,0.335695,0.415144,0.463628,0.641897,0.451799,
553,0.347373,0.334979,0.408742,0.464922,0.641949,0.449052,
554,0.347446,0.33275,0.405598,0.468365,0.639408,0.445893,
555,0.344115,0.327928,0.395847,0.470131,0.64087,0.445939,
556,0.346561,0.324255,0.396023,0.467237,0.64243,0.451137,
557,0.349087,0.324211,0.395759,0.468183,0.643324,0.456449,
558,0.344811,0.321131,0.391152,0.46754,0.643112,0.457042,
559,0.343791,0.323605,0.392955,0.466497,0.642759,0.458055,
560,0.341982,0.32084,0.38123,0.466121,0.642245,0.45932,
561,0.343092,0.319969,0.384847,0.466234,0.642527,0.458445,
562,0.342221,0.320205,0.379374,0.465908,0.642267,0.454877,
563,0.340751,0.318823,0.377616,0.464354,0.642887,0.457248,
564,0.340538,0.320693,0.376822,0.461966,0.642666,0.45503,
565,0.34159,0.320944,0.374212,0.461539,0.640973,0.465711,
566,0.347546,0.322441,0.374329,0.461469,0.636307,0.464541,
567,0.349078,0.323665,0.375383,0.461629,0.635125,0.462132,
568,0.352681,0.323568,0.373356,0.462988,0.633762,0.463517,
569,0.349717,0.32442,0.37488,0.460911,0.634917,0.458929,
570,0.350264,0.324089,0.374598,0.463467,0.636755,0.459303,
571,0.351631,0.324644,0.375433,0.464426,0.638177,0.456196,
572,0.355231,0.318366,0.375699,0.463684,0.639482,0.46127,
573,0.354229,0.324452,0.372083,0.466073,0.641803,0.462296,
574,0.354604,0.32452,0.374621,0.464891,0.643702,0.464392,
575,0.359459,0.325551,0.370463,0.46533,0.643135,0.465626,
576,0.35303,0.324298,0.367048,0.464733,0.643741,0.464608,
577,0.350072,0.323697,0.365066,0.46956,0.638336,0.466131,
578,0.349711,0.325516,0.361298,0.467731,0.640242,0.469168,
579,0.355923,0.328838,0.364321,0.468617,0.643595,0.473709,
580,0.35734,0.328339,0.361292,0.468054,0.645273,0.478856,
581,0.357459,0.326389,0.357461,0.46552,0.648083,0.477794,
582,0.356457,0.325292,0.354025,0.468407,0.648463,0.474819,
583,0.356429,0.322197,0.356217,0.46772,0.648929,0.473784,
584,0.356274,0.320576,0.357783,0.469029,0.654873,0.476274,
585,0.356349,0.321382,0.357802,0.470998,0.653447,0.475429,
586,0.355957,0.324724,0.357409,0.468718,0.651561,0.47782,
587,0.355938,0.323841,0.357319,0.470305,0.650619,0.476085,
588,0.356267,0.324276,0.350327,0.46824,0.649777,0.473656,
589,0.356521,0.325186,0.353663,0.463801,0.650792,0.474999,
590,0.356557,0.322965,0.356063,0.464845,0.651692,0.475024,
591,0.355601,0.323172,0.354319,0.459137,0.655177,0.474507,
592,0.354563,0.323341,0.353437,0.451696,0.653987,0.474509,
593,0.357655,0.324332,0.352904,0.449378,0.652103,0.479602,
594,0.356555,0.326164,0.352446,0.44841,0.64791,0.483149,
595,0.362537,0.326364,0.34978,0.451398,0.647149,0.482826,
596,0.364088,0.322246,0.346761,0.454887,0.645896,0.479527,
597,0.364338,0.324506,0.346487,0.455552,0.64412,0.478146,
598,0.366321,0.325255,0.346387,0.456289,0.643804,0.477369,
599,0.366445,0.32739,0.346144,0.460167,0.646728,0.480763,
600,0.366793,0.327266,0.354632,0.460059,0.644243,0.475467,
601,0.366761,0.32531,0.34813,0.461778,0.642404,0.470151,
602,0.36663,0.321525,0.35588,0.466123,0.640383,0.472947,
603,0.366921,0.319833,0.359795,0.466146,0.639469,0.46969,
604,0.366288,0.320066,0.358844,0.463424,0.637159,0.47264,
605,0.366224,0.314621,0.362669,0.463722,0.634808,0.473022,
606,0.363625,0.313225,0.362453,0.463192,0.633244,0.476824,
607,0.362742,0.309431,0.365471,0.462648,0.637053,0.480078,
608,0.365451,0.307304,0.357797,0.46273,0.637913,0.478851,
609,0.364569,0.305991,0.359167,0.462216,0.636596,0.477196,
610,0.365331,0.306204,0.360642,0.462719,0.641368,0.474526,
611,0.365099,0.305853,0.355012,0.462331,0.640073,0.481314,
612,0.364973,0.304476,0.348153,0.460864,0.645553,0.479088,
613,0.367376,0.30699,0.35147,0.457613,0.645562,0.481333,
614,0.366373,0.30961,0.35919,0.451848,0.646556,0.48176,
615,0.366255,0.311047,0.36115,0.446559,0.639622,0.492363,
616,0.366253,0.310334,0.36271,0.446069,0.635105,0.493522,
617,0.366284,0.311107,0.361786,0.447374,0.638289,0.486543,
618,0.365144,0.31172,0.36004,0.450339,0.635422,0.486448,
619,0.363961,0.31105,0.362017,0.448133,0.631405,0.488002,
620,0.362987,0.305156,0.360281,0.448618,0.624982,0.488492,
621,0.361013,0.300615,0.361043,0.441683,0.629541,0.487496,
622,0.354765,0.292868,0.362731,0.425908,0.630693,0.488229,
623,0.354537,0.291486,0.36019,0.428099,0.629345,0.493504,
624,0.354085,0.291271,0.359713,0.42287,0.629224,0.49661,
625,0.350815,0.291736,0.360122,0.428581,0.628434,0.500586,
626,0.348163,0.291552,0.361654,0.425471,0.628835,0.499044,
627,0.3478,0.291387,0.360818,0.423529,0.629659,0.501764,
628,0.347287,0.291565,0.362136,0.424731,0.630289,0.497539,
629,0.346511,0.296599,0.362193,0.414683,0.630054,0.495277,
630,0.339358,0.292625,0.360012,0.417457,0.630009,0.495704,
631,0.337927,0.294422,0.358745,0.415217,0.629963,0.4947,
632,0.341602,0.292335,0.359231,0.41622,0.628414,0.495496,
633,0.344477,0.291154,0.357455,0.417289,0.636159,0.50546,
634,0.349514,0.285202,0.364425,0.420598,0.634628,0.504266,
635,0.35287,0.28936,0.360459,0.414083,0.640774,0.509859,
636,0.34585,0.286342,0.358013,0.414788,0.63559,0.506352,
637,0.347671,0.290135,0.357314,0.406999,0.638746,0.507752,
638,0.341733,0.288202,0.355585,0.408431,0.639152,0.509962,
639,0.334511,0.288259,0.354964,0.411222,0.631883,0.507106,
640,0.341914,0.290707,0.338757,0.412334,0.625459,0.501773,
641,0.330323,0.288326,0.36744,0.421014,0.62185,0.499216,
642,0.33945,0.289211,0.345934,0.423465,0.615492,0.498233,
643,0.349375,0.290419,0.333604,0.42293,0.619816,0.50161,
644,0.344544,0.289633,0.336623,0.424868,0.609456,0.495774,
645,0.344465,0.289785,0.33834,0.425707,0.607702,0.495039,
646,0.33023,0.291451,0.362583,0.426729,0.612268,0.492816,
647,0.330196,0.289022,0.362119,0.431062,0.609385,0.494781,
648,0.330116,0.291598,0.361908,0.432819,0.607191,0.495926,
649,0.326596,0.28861,0.371082,0.434954,0.604994,0.495049,
650,0.32605,0.288233,0.372832,0.438962,0.604283,0.494813,
651,0.325687,0.293896,0.3791,0.43749,0.603566,0.493413,
652,0.325731,0.29516,0.379359,0.433246,0.604646,0.49335,
653,0.325346,0.29335,0.378567,0.436264,0.603705,0.489975,
654,0.327787,0.296455,0.387798,0.438614,0.605712,0.488157,
655,0.32702,0.301759,0.384466,0.434259,0.605013,0.487406,
656,0.326617,0.289889,0.381735,0.424289,0.606839,0.472664,
657,0.327188,0.286301,0.378844,0.420249,0.607373,0.470129,
658,0.325874,0.284803,0.380711,0.420628,0.604175,0.476611,
659,0.325473,0.288929,0.38401,0.420735,0.609359,0.468409,
660,0.326688,0.291266,0.385158,0.416564,0.614544,0.468326,
661,0.325086,0.292408,0.386103,0.413686,0.612597,0.468318,
662,0.326952,0.290457,0.387026,0.409704,0.611586,0.462752,
663,0.333799,0.282448,0.380046,0.409463,0.614755,0.466476,
664,0.335213,0.28447,0.380092,0.405586,0.616446,0.475418,
665,0.335326,0.283534,0.381266,0.405023,0.617909,0.475189,
666,0.329364,0.279328,0.381509,0.402348,0.618844,0.472499,
667,0.332253,0.280172,0.380912,0.403202,0.62195,0.472262,
668,0.326711,0.279587,0.380306,0.404765,0.623064,0.475094,
669,0.325153,0.278831,0.37924,0.402066,0.624714,0.477566,
670,0.321039,0.282981,0.381749,0.399809,0.620226,0.468283,
671,0.318817,0.284338,0.382736,0.393612,0.625543,0.477716,
672,0.312026,0.292481,0.388166,0.39765,0.626507,0.482356,
673,0.311303,0.295299,0.385052,0.397705,0.622594,0.47645,
674,0.310261,0.294963,0.385601,0.390227,0.626729,0.473342,
675,0.31004,0.293526,0.385583,0.38906,0.627429,0.476036,
676,0.309955,0.291834,0.383745,0.385126,0.625609,0.472678,
677,0.310009,0.291075,0.385805,0.383799,0.62264,0.476121,
678,0.30692,0.29234,0.380514,0.386757,0.620182,0.468109,
679,0.303932,0.297174,0.382983,0.38224,0.62125,0.466393,
680,0.311484,0.296885,0.386498,0.384658,0.623864,0.465039,
681,0.316119,0.297895,0.387163,0.382704,0.627323,0.471319,
682,0.321794,0.298354,0.388344,0.377175,0.623822,0.476163,
683,0.326508,0.29802,0.383852,0.369775,0.624684,0.480739,
684,0.333867,0.296449,0.38498,0.370334,0.623499,0.481557,
685,0.333988,0.297074,0.386318,0.370778,0.627022,0.479358,
686,0.332347,0.295048,0.386045,0.372647,0.625583,0.479096,
687,0.342467,0.298813,0.386716,0.370065,0.628632,0.478654,
688,0.343792,0.301015,0.387585,0.3693,0.631038,0.480464,
689,0.343522,0.302312,0.391222,0.369491,0.630748,0.479739,
690,0.343615,0.302685,0.392784,0.375004,0.62993,0.484509,
691,0.342116,0.303438,0.393354,0.373166,0.629518,0.485304,
692,0.343589,0.304874,0.394926,0.372177,0.630281,0.481757,
693,0.343524,0.302276,0.392227,0.370738,0.631387,0.486357,
694,0.338918,0.301193,0.389008,0.372073,0.62903,0.491172,
695,0.335403,0.306419,0.389865,0.374152,0.630174,0.491061,
696,0.337993,0.312206,0.39292,0.378714,0.624875,0.495076,
697,0.339305,0.316625,0.396384,0.36754,0.622336,0.491988,
698,0.338992,0.320765,0.399457,0.358845,0.618659,0.493058,
699,0.337564,0.319682,0.399642,0.363216,0.619366,0.491469,
700,0.338383,0.319572,0.399358,0.3622,0.617454,0.490162,
701,0.340678,0.325763,0.396849,0.363841,0.617258,0.49157,
702,0.338581,0.323589,0.39845,0.368363,0.620122,0.493189,
703,0.330979,0.320946,0.39757,0.374129,0.62488,0.494481,
704,0.324143,0.319522,0.399553,0.375383,0.629794,0.495163,
705,0.317415,0.311781,0.404097,0.373199,0.635404,0.49664,
706,0.311534,0.30798,0.403801,0.373584,0.63845,0.499027,
707,0.311439,0.309027,0.397834,0.37564,0.643741,0.501885,
708,0.310619,0.309739,0.399244,0.378004,0.643013,0.50458,
709,0.31317,0.309117,0.398478,0.378233,0.640192,0.507522,
710,0.311268,0.307275,0.391463,0.377396,0.640122,0.509359,
711,0.311411,0.307028,0.390422,0.384732,0.635991,0.51228,
712,0.311927,0.307014,0.390355,0.390111,0.636232,0.515685,
713,0.312337,0.306827,0.389779,0.390941,0.63652,0.517871,
714,0.315188,0.307567,0.390402,0.389658,0.640093,0.517647,
715,0.31686,0.306057,0.391363,0.388426,0.640582,0.519638,
716,0.318121,0.307241,0.389043,0.387835,0.641239,0.51902,
717,0.317991,0.305615,0.39233,0.383811,0.645589,0.510685,
718,0.319151,0.305118,0.387829,0.388744,0.643581,0.511581,
719,0.318475,0.305788,0.388073,0.386232,0.64283,0.509071,
720,0.317144,0.30599,0.388106,0.383277,0.652219,0.510959,
721,0.317526,0.305009,0.38848,0.383054,0.656592,0.513825,
722,0.316632,0.30624,0.38981,0.385602,0.65537,0.514026,
723,0.318478,0.307566,0.387661,0.381782,0.655297,0.514508,
724,0.318064,0.306934,0.385625,0.382239,0.653746,0.515883,
725,0.31838,0.306393,0.386679,0.379812,0.655639,0.516598,
726,0.321218,0.308704,0.387328,0.379947,0.655573,0.519741,
727,0.326676,0.308107,0.387154,0.384154,0.657449,0.517493,
728,0.324049,0.302269,0.387523,0.383459,0.657532,0.517371,
729,0.319722,0.30478,0.392548,0.383607,0.65853,0.515912,
730,0.320397,0.306799,0.388439,0.382837,0.659595,0.514,
731,0.32122,0.30656,0.387369,0.386016,0.654821,0.514634,
732,0.320897,0.307453,0.38756,0.386253,0.654754,0.51515,
733,0.319436,0.310704,0.38682,0.377863,0.657246,0.51109,
734,0.312116,0.312054,0.386366,0.373757,0.656316,0.508571,
735,0.312395,0.310774,0.386796,0.371527,0.657935,0.512544,
736,0.316655,0.308751,0.374194,0.375039,0.658131,0.506769,
737,0.317955,0.306211,0.383366,0.375386,0.654519,0.505101,
738,0.317666,0.305701,0.378293,0.378628,0.654102,0.504766,
739,0.317863,0.309142,0.387323,0.373141,0.65903,0.505605,
740,0.318194,0.306063,0.373557,0.386092,0.650781,0.506388,
741,0.31636,0.306285,0.370843,0.384975,0.657442,0.50624,
742,0.317696,0.306746,0.368604,0.380226,0.666629,0.502167,
743,0.320008,0.305977,0.369229,0.386477,0.656976,0.5055,
744,0.321092,0.306322,0.368945,0.385683,0.655218,0.50416,
745,0.319482,0.305734,0.368395,0.387617,0.651705,0.505088,
746,0.318059,0.303093,0.365155,0.376992,0.67529,0.507536,
747,0.320399,0.306626,0.365109,0.382642,0.663844,0.505921,
748,0.319714,0.305297,0.364629,0.38191,0.668604,0.50931,
749,0.318227,0.306278,0.362348,0.383934,0.664536,0.511589,
750,0.318301,0.305474,0.36246,0.405316,0.643333,0.506836,
751,0.318671,0.307007,0.362215,0.396287,0.651571,0.499769,
752,0.318071,0.307231,0.363735,0.402085,0.641966,0.504613,
753,0.318654,0.307406,0.363176,0.407276,0.627138,0.507769,
754,0.314182,0.306038,0.361647,0.407468,0.631787,0.507134,
755,0.311353,0.303704,0.362203,0.409016,0.618009,0.515451,
756,0.317889,0.304333,0.364094,0.407014,0.608773,0.512363,
757,0.318029,0.295022,0.363471,0.40684,0.610772,0.511495,
758,0.318824,0.290631,0.361687,0.405596,0.611693,0.513558,
759,0.315615,0.289652,0.360793,0.406375,0.606791,0.514757,
760,0.318399,0.299182,0.358403,0.406027,0.605299,0.516881,
761,0.316676,0.302165,0.352548,0.40479,0.619167,0.5103,
762,0.317397,0.294518,0.340696,0.40606,0.623245,0.509667,
763,0.321227,0.301936,0.349716,0.40722,0.628699,0.508026,
764,0.320855,0.303727,0.347048,0.408553,0.631065,0.508252,
765,0.323643,0.295107,0.317764,0.407993,0.624536,0.508999,
766,0.325314,0.300617,0.318751,0.410317,0.619777,0.509743,
767,0.329418,0.303352,0.337344,0.413223,0.63043,0.501881,
768,0.330948,0.307692,0.347399,0.408954,0.628716,0.498438,
769,0.333174,0.30978,0.351555,0.406755,0.62262,0.499481,
