Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
22731, , , , 0.151742,0.0679965,0.116873,
22732, , , , 0.151885,0.0665314,0.11667,
22733, , , , 0.154619,0.0676282,0.110461,
22734, , , , 0.15297,0.0676245,0.111034,
22735, , , , 0.15165,0.0678392,0.113711,
22736, , , , 0.151347,0.0675893,0.1166,
22737, , , , 0.151524,0.0675548,0.116753,
22738, , , , 0.144097,0.0679249,0.115972,
22739, , , , 0.147366,0.0676742,0.116803,
22740, , , , 0.14094,0.0679321,0.116014,
22741, , , , 0.141062,0.0660015,0.116289,
22742, , , , 0.141147,0.0659015,0.116932,
22743, , , , 0.140833,0.0684432,0.116857,
22744, , , , 0.140291,0.0688028,0.116638,
22745, , , , 0.140815,0.068631,0.116523,
22746, , , , 0.141042,0.0682166,0.116272,
22747, , , , 0.146848,0.0679706,0.116877,
22748, , , , 0.144112,0.0682507,0.116131,
22749, , , , 0.141679,0.0675768,0.116589,
22750, , , , 0.127474,0.0678188,0.119027,
22751, , , , 0.123116,0.0687416,0.108975,
22752, , , , 0.124462,0.0669712,0.110342,
22753, , , , 0.117658,0.0665961,0.120236,
22754, , , , 0.108298,0.0676215,0.118285,
22755, , , , 0.10257,0.068964,0.115864,
22756, , , , 0.102713,0.0680869,0.117032,
22757, , , , 0.102079,0.0681477,0.114958,
22758, , , , 0.102458,0.068227,0.116281,
22759, , , , 0.102061,0.0720591,0.115989,
22760, , , , 0.102612,0.0716207,0.115945,
22761, , , , 0.105657,0.070903,0.117295,
22762, , , , 0.109839,0.070983,0.116732,
22763, , , , 0.110514,0.0763137,0.119042,
22764, , , , 0.10645,0.0735462,0.117217,
22765, , , , 0.104552,0.0765196,0.117406,
22766, , , , 0.101952,0.0662155,0.114464,
22767, , , , 0.0973304,0.0694999,0.117222,
22768, , , , 0.107861,0.0715593,0.116869,
22769, , , , 0.108258,0.0706754,0.116586,
22770, , , , 0.103943,0.0707865,0.116725,
22771, , , , 0.122816,0.0711403,0.115798,
22772, , , , 0.125978,0.0706089,0.11568,
22773, , , , 0.127468,0.0706485,0.116329,
22774, , , , 0.128126,0.0709535,0.116901,
22775, , , , 0.128188,0.0708799,0.116027,
22776, , , , 0.128115,0.0710223,0.128098,
22777, , , , 0.128108,0.070847,0.132293,
22778, , , , 0.127956,0.0713511,0.134814,
22779, , , , 0.129747,0.0744692,0.137528,
22780, , , , 0.130521,0.0709545,0.13478,
22781, , , , 0.128452,0.0716736,0.134243,
22782, , , , 0.127966,0.0720308,0.134595,
22783, , , , 0.127956,0.0708461,0.134681,
22784, , , , 0.128125,0.0706577,0.134744,
22785, , , , 0.128434,0.0706594,0.134151,
22786, , , , 0.127758,0.0709884,0.132027,
22787, , , , 0.127674,0.0710063,0.131365,
22788, , , , 0.127004,0.0702112,0.131109,
22789, , , , 0.127635,0.0696026,0.130666,
22790, , , , 0.12842,0.0710701,0.130818,
22791, , , , 0.127926,0.0711314,0.130899,
22792, , , , 0.127963,0.0743522,0.135948,
22793, , , , 0.128513,0.0831549,0.131031,
22794, , , , 0.14195,0.0830653,0.130754,
22795, , , , 0.141823,0.0826043,0.130235,
22796, , , , 0.138219,0.0842283,0.130327,
22797, , , , 0.135985,0.0835413,0.130554,
22798, , , , 0.143364,0.0829815,0.130788,
22799, , , , 0.145084,0.0819063,0.130994,
22800, , , , 0.149066,0.0830404,0.130997,
22801, , , , 0.146598,0.0830136,0.131095,
22802, , , , 0.145822,0.0805358,0.130277,
22803, , , , 0.145263,0.0675276,0.130591,
22804, , , , 0.144741,0.0651906,0.130407,
22805, , , , 0.154209,0.0734009,0.128465,
22806, , , , 0.155907,0.0786045,0.127876,
22807, , , , 0.157381,0.081433,0.126977,
22808, , , , 0.155719,0.081598,0.125355,
22809, , , , 0.158254,0.0817095,0.127507,
22810, , , , 0.159723,0.0921789,0.127877,
22811, , , , 0.169246,0.0837109,0.127656,
22812, , , , 0.16228,0.0856529,0.124598,
22813, , , , 0.169737,0.0951951,0.124733,
22814, , , , 0.169979,0.0945265,0.125384,
22815, , , , 0.171391,0.0950401,0.126005,
22816, , , , 0.149172,0.0872035,0.120533,
22817, , , , 0.166454,0.09496,0.125226,
22818, , , , 0.144196,0.0819501,0.116864,
22819, , , , 0.144863,0.0805176,0.116795,
22820, , , , 0.14646,0.0675574,0.114543,
22821, , , , 0.147323,0.0617233,0.11669,
22822, , , , 0.142295,0.0616673,0.116861,
22823, , , , 0.145201,0.0612217,0.116982,
22824, , , , 0.147316,0.0613456,0.123095,
22825, , , , 0.14757,0.060813,0.118303,
22826, , , , 0.146628,0.062243,0.125718,
22827, , , , 0.146417,0.0632762,0.129564,
22828, , , , 0.146361,0.0603643,0.128815,
22829, , , , 0.146536,0.0521839,0.129672,
22830, , , , 0.145875,0.052254,0.129219,
22831, , , , 0.145382,0.0465802,0.129342,
22832, , , , 0.146092,0.0443314,0.129888,
22833, , , , 0.146286,0.0441787,0.129815,
22834, , , , 0.14601,0.0481043,0.132051,
22835, , , , 0.145778,0.0457216,0.13076,
22836, , , , 0.15021,0.0488206,0.129842,
22837, , , , 0.15276,0.0557185,0.138312,
22838, , , , 0.145102,0.0566985,0.132023,
22839, , , , 0.155741,0.0598038,0.140159,
22840, , , , 0.160997,0.0567325,0.14334,
22841, , , , 0.159409,0.0564083,0.142899,
22842, , , , 0.159921,0.0562561,0.143455,
22843, , , , 0.166947,0.0585592,0.144,
22844, , , , 0.169876,0.0587857,0.143008,
22845, , , , 0.164641,0.0617486,0.142705,
22846, , , , 0.16052,0.0649054,0.143696,
22847, , , , 0.155347,0.0613568,0.142916,
22848, , , , 0.152825,0.0587579,0.143302,
22849, , , , 0.151769,0.0544969,0.143411,
22850, , , , 0.153035,0.0529493,0.143138,
22851, , , , 0.153324,0.0527426,0.143243,
22852, , , , 0.153095,0.0545408,0.144974,
22853, , , , 0.152109,0.0654177,0.146393,
22854, , , , 0.152854,0.0660894,0.145318,
22855, , , , 0.146189,0.0555925,0.156842,
22856, , , , 0.144422,0.0532686,0.159843,
22857, , , , 0.143592,0.0531345,0.16248,
22858, , , , 0.144018,0.051729,0.16234,
22859, , , , 0.143568,0.0520546,0.162894,
22860, , , , 0.143472,0.0532197,0.162338,
22861, , , , 0.143399,0.0461582,0.162465,
22862, , , , 0.143563,0.0372697,0.163434,
22863, , , , 0.143668,0.036394,0.162965,
22864, , , , 0.129611,0.0336494,0.153726,
22865, , , , 0.124371,0.0346732,0.140931,
22866, , , , 0.124461,0.0337659,0.138717,
22867, , , , 0.123847,0.0338254,0.137997,
22868, , , , 0.12402,0.0332838,0.137807,
22869, , , , 0.125817,0.0329706,0.136723,
22870, , , , 0.12366,0.0331437,0.137834,
22871, , , , 0.124442,0.0356185,0.137392,
22872, , , , 0.123832,0.0354075,0.137942,
22873, , , , 0.123751,0.0334933,0.140012,
22874, , , , 0.124495,0.033822,0.138733,
22875, , , , 0.128556,0.033145,0.138737,
22876, , , , 0.125773,0.0334833,0.138643,
22877, , , , 0.136353,0.0335375,0.135691,
22878, , , , 0.131525,0.0328604,0.138144,
22879, , , , 0.128549,0.0330131,0.138508,
22880, , , , 0.124772,0.032552,0.139182,
22881, , , , 0.124167,0.0327456,0.140166,
22882, , , , 0.124034,0.0326981,0.139371,
22883, , , , 0.125118,0.0341542,0.139527,
22884, , , , 0.124114,0.0339592,0.139263,
22885, , , , 0.123757,0.0333742,0.139888,
22886, , , , 0.123797,0.0332162,0.135209,
22887, , , , 0.124452,0.0333146,0.138361,
22888, , , , 0.12367,0.0329692,0.139421,
22889, , , , 0.123842,0.0349245,0.139517,
22890, , , , 0.1285,0.0485624,0.139313,
22891, , , , 0.125348,0.054132,0.137215,
22892, , , , 0.124121,0.047712,0.136251,
22893, , , , 0.12414,0.0417728,0.134851,
22894, , , , 0.12415,0.0421221,0.135674,
22895, , , , 0.124238,0.0425671,0.136483,
22896, , , , 0.124014,0.0424671,0.135716,
22897, , , , 0.124842,0.042084,0.135797,
22898, , , , 0.124531,0.0422679,0.135884,
22899, , , , 0.123546,0.0423155,0.135066,
22900, , , , 0.119902,0.0420164,0.135565,
22901, , , , 0.115493,0.0425916,0.135874,
22902, , , , 0.115484,0.0421401,0.135745,
22903, , , , 0.121994,0.0421178,0.12886,
22904, , , , 0.124081,0.0423793,0.126738,
22905, , , , 0.124218,0.0416744,0.126147,
22906, , , , 0.124436,0.0455614,0.12611,
22907, , , , 0.12402,0.0472399,0.126205,
22908, , , , 0.123708,0.0477401,0.126588,
22909, , , , 0.124035,0.0475011,0.129465,
22910, , , , 0.123463,0.048016,0.127649,
22911, , , , 0.123321,0.0479243,0.129885,
22912, , , , 0.123741,0.0478624,0.129593,
22913, , , , 0.124537,0.0477115,0.128044,
22914, , , , 0.12564,0.0470652,0.12663,
22915, , , , 0.133757,0.0474166,0.126249,
22916, , , , 0.125385,0.0476772,0.13323,
22917, , , , 0.123888,0.0477008,0.132598,
22918, , , , 0.124049,0.04724,0.131251,
22919, , , , 0.124192,0.0466828,0.127047,
22920, , , , 0.124201,0.04741,0.125805,
22921, , , , 0.123697,0.0512979,0.126165,
22922, , , , 0.125005,0.0440176,0.124624,
22923, , , , 0.123606,0.0462448,0.125603,
22924, , , , 0.124046,0.0410907,0.126052,
22925, , , , 0.12427,0.0453518,0.125552,
22926, , , , 0.125677,0.0384684,0.122635,
22927, , , , 0.111166,0.0375594,0.124309,
22928, , , , 0.1047,0.0396822,0.139511,
22929, , , , 0.0989592,0.0385704,0.137439,
22930, , , , 0.0946717,0.0372831,0.131591,
22931, , , , 0.0944291,0.0376975,0.13136,
22932, , , , 0.0917658,0.036795,0.125409,
22933, , , , 0.0909501,0.0366833,0.124241,
22934, , , , 0.0922059,0.0364092,0.12583,
22935, , , , 0.094168,0.0270388,0.126019,
22936, , , , 0.0971289,0.0299959,0.126068,
22937, , , , 0.0980925,0.035189,0.125942,
22938, , , , 0.0983704,0.035658,0.126267,
22939, , , , 0.099255,0.0363656,0.130686,
22940, , , , 0.0983371,0.035559,0.130238,
22941, , , , 0.0982243,0.0332304,0.12727,
22942, , , , 0.0974384,0.0328447,0.127274,
22943, , , , 0.0972422,0.0320034,0.125722,
22944, , , , 0.0972223,0.0332138,0.120498,
22945, , , , 0.0976166,0.0363551,0.114988,
22946, , , , 0.0979094,0.0367547,0.115109,
22947, , , , 0.0953289,0.0366635,0.11481,
22948, , , , 0.0961905,0.0320138,0.11486,
22949, , , , 0.0953675,0.0357741,0.114714,
22950, , , , 0.0953369,0.035663,0.115092,
22951, , , , 0.0951868,0.0366776,0.11465,
22952, , , , 0.0944072,0.0369619,0.115565,
22953, , , , 0.0946639,0.0365273,0.115116,
22954, , , , 0.0950895,0.0362988,0.115026,
22955, , , , 0.0952266,0.0359662,0.115578,
22956, , , , 0.0950664,0.0363603,0.114823,
22957, , , , 0.0945577,0.0374517,0.115788,
22958, , , , 0.0939057,0.0365445,0.116214,
22959, , , , 0.095318,0.02798,0.114868,
22960, , , , 0.0956025,0.0365023,0.114885,
22961, , , , 0.0953701,0.0365616,0.115081,
22962, , , , 0.0951465,0.0356722,0.114539,
22963, , , , 0.0947295,0.0365811,0.114325,
22964, , , , 0.0951273,0.0364499,0.114439,
22965, , , , 0.0947495,0.0371302,0.114139,
22966, , , , 0.0948084,0.0362773,0.114629,
22967, , , , 0.0931472,0.036504,0.115194,
22968, , , , 0.0956001,0.0373172,0.117649,
22969, , , , 0.0951422,0.051484,0.119275,
22970, , , , 0.10534,0.0544798,0.11529,
22971, , , , 0.110971,0.0558393,0.112794,
22972, , , , 0.114823,0.0575212,0.114206,
22973, , , , 0.101009,0.0559688,0.107934,
22974, , , , 0.119379,0.0566548,0.116391,
22975, , , , 0.115997,0.0562034,0.114749,
22976, , , , 0.095318,0.0664577,0.106596,
22977, , , , 0.0952762,0.0512095,0.106252,
22978, , , , 0.0952099,0.0589447,0.106415,
22979, , , , 0.095054,0.0619824,0.105965,
22980, , , , 0.0948385,0.062134,0.106422,
22981, , , , 0.0849694,0.0628847,0.106932,
22982, , , , 0.0857169,0.0620287,0.106388,
22983, , , , 0.0862164,0.0627354,0.106655,
22984, , , , 0.084941,0.0622277,0.105267,
22985, , , , 0.0854363,0.0619192,0.106582,
22986, , , , 0.0854191,0.0624228,0.101699,
22987, , , , 0.0871615,0.0530131,0.100351,
22988, , , , 0.0871101,0.0461727,0.102223,
22989, , , , 0.0879065,0.0445492,0.10284,
22990, , , , 0.0873755,0.0455531,0.102685,
22991, , , , 0.0863682,0.0470915,0.102713,
22992, , , , 0.0850687,0.0473626,0.103498,
22993, , , , 0.0868551,0.0468618,0.102063,
22994, , , , 0.0813924,0.051159,0.102284,
22995, , , , 0.086669,0.055008,0.08908,
22996, , , , 0.0881171,0.0558134,0.0873759,
22997, , , , 0.0785672,0.0547053,0.0864576,
22998, , , , 0.0722854,0.0541039,0.0869974,
22999, , , , 0.0665222,0.0562321,0.086228,
23000, , , , 0.0638285,0.0557768,0.0843611,
23001, , , , 0.0632598,0.0556889,0.086292,
23002, , , , 0.0636169,0.0563914,0.0871202,
23003, , , , 0.064239,0.0558391,0.0862079,
23004, , , , 0.0651795,0.0560799,0.0869566,
23005, , , , 0.0586866,0.0561478,0.086455,
23006, , , , 0.0510085,0.0562471,0.0865378,
23007, , , , 0.0566105,0.0559063,0.0867142,
23008, , , , 0.0508151,0.0567224,0.0871707,
23009, , , , 0.0541459,0.0556765,0.086642,
23010, , , , 0.056292,0.0514651,0.0862277,
23011, , , , 0.0567549,0.0550832,0.0862887,
23012, , , , 0.0564963,0.0563371,0.0863971,
23013, , , , 0.0569482,0.0559168,0.0846457,
23014, , , , 0.0554884,0.0560024,0.0897288,
23015, , , , 0.0567275,0.055843,0.091455,
23016, , , , 0.0563877,0.0562635,0.0923985,
23017, , , , 0.0571242,0.0559854,0.0930311,
23018, , , , 0.0563534,0.0558144,0.0933189,
23019, , , , 0.0562892,0.0558624,0.0975823,
23020, , , , 0.0570468,0.0533076,0.0918936,
23021, , , , 0.0563126,0.0557022,0.0934437,
23022, , , , 0.0566621,0.0565278,0.0995379,
23023, , , , 0.0464588,0.0574652,0.0941049,
23024, , , , 0.039716,0.0563437,0.0932093,
23025, , , , 0.0386391,0.0556088,0.0908294,
23026, , , , 0.0385906,0.0558096,0.0929484,
23027, , , , 0.0387425,0.0545395,0.0908689,
23028, , , , 0.0390197,0.0516416,0.0894391,
23029, , , , 0.0387577,0.0513977,0.0905992,
23030, , , , 0.0384017,0.0510823,0.0904193,
23031, , , , 0.0378226,0.0506981,0.0922176,
23032, , , , 0.0385579,0.0511504,0.0908514,
23033, , , , 0.0348532,0.0513352,0.0896958,
23034, , , , 0.0228661,0.0517669,0.0902127,
23035, , , , 0.0230238,0.0513644,0.0903877,
23036, , , , 0.0220013,0.0512106,0.089831,
23037, , , , 0.0220893,0.0513789,0.0904656,
23038, , , , 0.0226362,0.0515099,0.0902576,
23039, , , , 0.0224986,0.0514835,0.0901737,
23040, , , , 0.0221865,0.0515716,0.0901401,
23041, , , , 0.0226523,0.0516428,0.0898983,
23042, , , , 0.0223861,0.0619858,0.0901934,
23043, , , , 0.0223313,0.0564387,0.0903832,
23044, , , , 0.0229161,0.0652985,0.0900943,
23045, , , , 0.0356082,0.0661704,0.0941684,
23046, , , , 0.0242059,0.0660179,0.104829,
23047, , , , 0.0221679,0.066464,0.106572,
23048, , , , 0.0223554,0.0663162,0.106491,
23049, , , , 0.0230693,0.0712173,0.106078,
23050, , , , 0.0228145,0.0676783,0.107258,
23051, , , , 0.0227378,0.0678457,0.0991591,
23052, , , , 0.0223922,0.0668104,0.106185,
23053, , , , 0.0134888,0.0665892,0.109786,
23054, , , , 0.0204764,0.0668727,0.116228,
23055, , , , 0.0247818,0.0666472,0.115018,
23056, , , , 0.0243997,0.0658834,0.116456,
23057, , , , 0.0223633,0.0606992,0.121176,
23058, , , , 0.0222703,0.0517298,0.12913,
23059, , , , 0.0231793,0.0523211,0.130229,
23060, , , , 0.0225021,0.051338,0.125008,
23061, , , , 0.0302136,0.0516967,0.12987,
23062, , , , 0.0366923,0.052793,0.130296,
23063, , , , 0.0366555,0.0520822,0.130086,
23064, , , , 0.0383986,0.0574189,0.129787,
23065, , , , 0.0400749,0.0580254,0.129784,
23066, , , , 0.0380112,0.0579364,0.12993,
23067, , , , 0.0370146,0.0542413,0.129187,
23068, , , , 0.0373066,0.0465543,0.129893,
23069, , , , 0.038132,0.0498294,0.129619,
23070, , , , 0.0376821,0.0595835,0.130093,
23071, , , , 0.0386303,0.0615229,0.129378,
23072, , , , 0.0387002,0.0627888,0.129471,
23073, , , , 0.0374265,0.0625245,0.129838,
23074, , , , 0.0380987,0.0627928,0.130113,
23075, , , , 0.0378431,0.0621061,0.129957,
23076, , , , 0.0378021,0.050201,0.130305,
23077, , , , 0.0378874,0.0377472,0.129748,
23078, , , , 0.0377755,0.043712,0.129999,
23079, , , , 0.0381123,0.0455272,0.12996,
23080, , , , 0.0381076,0.0440477,0.134862,
23081, , , , 0.0379616,0.0433536,0.130483,
23082, , , , 0.0376473,0.0446123,0.12958,
23083, , , , 0.0374644,0.0444828,0.131608,
23084, , , , 0.0369819,0.0449915,0.130499,
23085, , , , 0.0367631,0.0447437,0.13344,
23086, , , , 0.0375139,0.0443067,0.133453,
23087, , , , 0.0368005,0.0434559,0.132595,
23088, , , , 0.0441193,0.0447553,0.132772,
23089, , , , 0.0386898,0.0448288,0.133213,
23090, , , , 0.0515814,0.0460589,0.132839,
23091, , , , 0.0401743,0.0448644,0.133163,
23092, , , , 0.0382025,0.0441208,0.133998,
23093, , , , 0.037809,0.0441162,0.133737,
23094, , , , 0.0379655,0.0405145,0.13186,
23095, , , , 0.0356012,0.0442198,0.120808,
23096, , , , 0.0319284,0.0450825,0.123112,
23097, , , , 0.0208156,0.0442997,0.12315,
23098, , , , 0.0187398,0.0439438,0.122302,
23099, , , , 0.0187041,0.0430663,0.118238,
23100, , , , 0.0219383,0.0434791,0.116888,
23101, , , , 0.0214305,0.0409205,0.110165,
23102, , , , 0.028534,0.0418948,0.109472,
23103, , , , 0.0199622,0.0417352,0.109062,
23104, , , , 0.0196536,0.0419116,0.109358,
23105, , , , 0.025546,0.0412764,0.116239,
23106, , , , 0.0208188,0.0413332,0.113911,
23107, , , , 0.0254267,0.0416465,0.110755,
23108, , , , 0.0250011,0.0411892,0.109471,
23109, , , , 0.0252652,0.0417014,0.11007,
23110, , , , 0.025654,0.0419937,0.109642,
23111, , , , 0.0251888,0.0413482,0.107552,
23112, , , , 0.0263186,0.0320143,0.10904,
23113, , , , 0.0344794,0.0407539,0.110126,
23114, , , , 0.0334942,0.0422952,0.109292,
23115, , , , 0.0263428,0.042525,0.108377,
23116, , , , 0.0266129,0.041734,0.109273,
23117, , , , 0.0262199,0.0417028,0.109727,
23118, , , , 0.0299605,0.041674,0.109836,
23119, , , , 0.034527,0.0414583,0.10958,
23120, , , , 0.0375273,0.0415794,0.109937,
23121, , , , 0.0338045,0.0381887,0.109413,
23122, , , , 0.034769,0.0311981,0.110182,
23123, , , , 0.0350161,0.0301132,0.109965,
23124, , , , 0.0314318,0.0301861,0.0916386,
23125, , , , 0.0352529,0.030408,0.094274,
23126, , , , 0.0354771,0.0313123,0.0938984,
23127, , , , 0.037054,0.0301093,0.0941625,
23128, , , , 0.0371516,0.0299406,0.0944482,
23129, , , , 0.0364962,0.0302678,0.0943579,
23130, , , , 0.034996,0.0309286,0.0945148,
23131, , , , 0.0350764,0.0308379,0.0946531,
23132, , , , 0.0514407,0.0304877,0.101744,
23133, , , , 0.0531351,0.0301908,0.102788,
23134, , , , 0.0472123,0.0309612,0.10024,
23135, , , , 0.035508,0.0303159,0.0953546,
23136, , , , 0.0348481,0.0309336,0.0943471,
23137, , , , 0.0353729,0.0267073,0.0948321,
23138, , , , 0.034731,0.0243935,0.0949281,
23139, , , , 0.0349069,0.0290416,0.0949871,
23140, , , , 0.0343219,0.0300727,0.0945715,
23141, , , , 0.0351591,0.0306112,0.0943914,
23142, , , , 0.0348484,0.0295315,0.0940047,
23143, , , , 0.0345862,0.0307429,0.0986758,
23144, , , , 0.0347362,0.030733,0.100364,
23145, , , , 0.0345998,0.0306971,0.10085,
23146, , , , 0.0341204,0.0303174,0.0985924,
23147, , , , 0.0236248,0.0303581,0.0993101,
23148, , , , 0.0336105,0.0304221,0.0947971,
23149, , , , 0.0347113,0.0279069,0.103506,
23150, , , , 0.0304206,0.0224176,0.0953581,
23151, , , , 0.020039,0.0222079,0.094399,
23152, , , , 0.0181588,0.0219865,0.0889726,
23153, , , , 0.019123,0.0219646,0.0941132,
23154, , , , 0.0189871,0.0225697,0.094652,
23155, , , , 0.0184425,0.0219037,0.0943186,
23156, , , , 0.0180424,0.0210427,0.0945527,
23157, , , , 0.0164845,0.0176417,0.0949961,
23158, , , , 0.00961056,0.00395076,0.0945326,
23159, , , , 0.00929391,0.00431853,0.0948184,
23160, , , , 0.00991208,0.00409425,0.094789,
23161, , , , 0.00949209,0.00349162,0.0950948,
23162, , , , 0.017997,0.00436264,0.0947931,
23163, , , , 0.0097592,0.00368338,0.0942133,
23164, , , , 0.0214347,0.00409661,0.0943728,
23165, , , , 0.0121634,0.00376313,0.0950165,
23166, , , , 0.0208144,0.0136442,0.0943905,
23167, , , , 0.0215207,0.0135199,0.0946872,
23168, , , , 0.0207932,0.0136825,0.0942334,
23169, , , , 0.0214902,0.0135348,0.0944587,
23170, , , , 0.0247395,0.0132722,0.0947957,
23171, , , , 0.0391588,0.011074,0.094138,
23172, , , , 0.0480813,0.0146992,0.0945912,
23173, , , , 0.0393327,0.0122266,0.0897001,
23174, , , , 0.0386741,0.0177539,0.0892121,
23175, , , , 0.0386282,0.00153366,0.0949583,
23176, , , , 0.0384548,0.00117621,0.0948585,
23177, , , , 0.0392129,0.000859345,0.103569,
23178, , , , 0.0459028,0.00114831,0.0950444,
23179, , , , 0.0477798,0.00195806,0.101132,
23180, , , , 0.0479289,0.00152347,0.0946416,
23181, , , , 0.0475857,0.00131409,0.0953121,
23182, , , , 0.0480068,0.00128857,0.0921615,
23183, , , , 0.0478224,0.0015476,0.0956335,
23184, , , , 0.0593542,0.00140123,0.102819,
23185, , , , 0.0420873,0.00121444,0.099184,
23186, , , , 0.0291692,0.00196405,0.0992599,
23187, , , , 0.0315409,0.00140382,0.0986049,
23188, , , , 0.0401834,0.0012044,0.0986476,
23189, , , , 0.0413489,0.00109686,0.098846,
23190, , , , 0.0415341,0.00130149,0.0972724,
23191, , , , 0.0410193,0.00144806,0.0984274,
23192, , , , 0.0409507,0.0011523,0.0989462,
23193, , , , 0.0322443,0.00112967,0.0986403,
23194, , , , 0.0260802,0.00183003,0.0987761,
23195, , , , 0.0254085,0.00107182,0.0975199,
23196, , , , 0.0255299,0.00129719,0.0930068,
23197, , , , 0.0257365,0.000707161,0.0931204,
23198, , , , 0.0253397,0.000266412,0.093056,
23199, , , , 0.0255496,0.00039603,0.0939113,
23200, , , , 0.0271056,0.000641322,0.0934053,
23201, , , , 0.0255181,0.000631625,0.093,
23202, , , , 0.0258667,0.000756105,0.0937696,
23203, , , , 0.0257875,0.000487636,0.0840102,
23204, , , , 0.0255838,0.000510534,0.0931654,
23205, , , , 0.0239443,0.000788093,0.0931966,
23206, , , , 0.0244632,0.00891231,0.0928878,
23207, , , , 0.0237428,0.00194298,0.0983626,
23208, , , , 0.0235552,0.000679968,0.0996969,
23209, , , , 0.0236019,0.000433651,0.100029,
23210, , , , 0.0243838,0.000506065,0.0995833,
23211, , , , 0.0240601,0.00135997,0.101095,
23212, , , , 0.0267004,0.00265627,0.104299,
23213, , , , 0.041412,0.00272029,0.113926,
23214, , , , 0.0416486,0.00279068,0.114333,
23215, , , , 0.0408944,0.00292078,0.11769,
23216, , , , 0.042472,0.00294315,0.114158,
23217, , , , 0.0411861,0.00320228,0.114374,
23218, , , , 0.040993,0.00303831,0.114143,
23219, , , , 0.0409511,0.00298729,0.113502,
23220, , , , 0.03341,0.00288367,0.113852,
23221, , , , 0.0284607,0.00264865,0.11401,
23222, , , , 0.0517306,0.00310976,0.113675,
23223, , , , 0.0594441,0.00274649,0.113628,
23224, , , , 0.0716392,0.0032918,0.113792,
23225, , , , 0.0696141,0.00367065,0.113981,
23226, , , , 0.069549,0.0104975,0.117247,
23227, , , , 0.0694142,0.0145204,0.123469,
23228, , , , 0.069305,0.0207978,0.123485,
23229, , , , 0.073304,0.0158952,0.123394,
23230, , , , 0.0580208,0.0152372,0.121408,
23231, , , , 0.0555285,0.0157379,0.123598,
23232, , , , 0.0480341,0.0150694,0.123235,
23233, , , , 0.046855,0.0153516,0.115,
23234, , , , 0.0473528,0.0153748,0.108271,
23235, , , , 0.0476125,0.0160679,0.108422,
23236, , , , 0.0470415,0.0270823,0.116753,
23237, , , , 0.047988,0.0184833,0.107939,
23238, , , , 0.0480533,0.0190103,0.107045,
23239, , , , 0.0479153,0.019457,0.107077,
23240, , , , 0.0490435,0.0177174,0.106402,
23241, , , , 0.0503191,0.0168673,0.107202,
23242, , , , 0.0503115,0.00884786,0.106435,
23243, , , , 0.0505857,0.00119812,0.107026,
23244, , , , 0.0503975,0.000701828,0.106984,
23245, , , , 0.0516701,0.00113707,0.107505,
23246, , , , 0.0569161,0.0147895,0.116866,
23247, , , , 0.05785,0.00125646,0.107363,
23248, , , , 0.0538202,0.000680639,0.106383,
23249, , , , 0.0377415,0.000432907,0.106709,
23250, , , , 0.0304551,0.000685756,0.106831,
23251, , , , 0.031,0.000744281,0.106351,
23252, , , , 0.030931,0.000424283,0.0993448,
23253, , , , 0.0286208,0.00046687,0.0902327,
23254, , , , 0.0183456,0.0003824,0.0894524,
23255, , , , 0.0174128,0.000793288,0.0900535,
23256, , , , 0.0159327,0.000783744,0.0906697,
23257, , , , 0.0155786,0.000447442,0.0899032,
23258, , , , 0.0156208,0.000864762,0.0908906,
23259, , , , 0.0159963,0.0035437,0.0903302,
23260, , , , 0.0161657,0.000770607,0.0903736,
23261, , , , 0.0157455,6.40296e-05,0.090438,
23262, , , , 0.0160283,0.000535513,0.0899442,
23263, , , , 0.0164245,0.000243434,0.0906846,
23264, , , , 0.016212,0.00100928,0.0899212,
23265, , , , 0.0153029,0.000171878,0.0904238,
23266, , , , 0.0149595,0.000493626,0.0897065,
23267, , , , 0.0156278,0.0020202,0.0899953,
23268, , , , 0.0160983,0.0129467,0.0907466,
23269, , , , 0.0151511,0.0144286,0.0903665,
23270, , , , 0.0160168,0.0133876,0.0903131,
23271, , , , 0.0161984,0.0214554,0.0909323,
23272, , , , 0.0220819,0.0150479,0.0810063,
23273, , , , 0.0164715,0.0226587,0.0889204,
23274, , , , 0.0158376,0.0349116,0.0898821,
23275, , , , 0.0158306,0.020458,0.089263,
23276, , , , 0.014294,0.0218432,0.089231,
23277, , , , 0.00675826,0.0224007,0.0894343,
23278, , , , 0.00490571,0.0218223,0.0893534,
23279, , , , 0.00101108,0.0216734,0.0897643,
23280, , , , 0.0002664,0.0228572,0.0893932,
23281, , , , 0.000374399,0.0227106,0.0898412,
23282, , , , 0.000815488,0.0218882,0.0909031,
23283, , , , 0.00107358,0.0235818,0.0951703,
23284, , , , 0.000477152,0.0281319,0.0968045,
23285, , , , 0.000256776,0.0269156,0.0959166,
23286, , , , 0.000285924,0.0225936,0.0958444,
23287, , , , 0.000748612,0.0273225,0.0954048,
23288, , , , 0.000659783,0.027536,0.0959059,
23289, , , , 0.000637344,0.0287894,0.0959271,
23290, , , , 0.000185643,0.0396976,0.0960986,
23291, , , , 0.000301842,0.0410647,0.0968156,
