Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#3: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#4: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#5: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#6: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#7: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#8: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
592,0.379569,0.40917,0.48076,0.420878,0.51946,0.599395,0.510978,0.488831,0.487899,0.842824,0.754586,0.486435, , , ,  , , ,  , , ,  , , , 
593,0.380233,0.409606,0.472303,0.414448,0.519773,0.601501,0.517757,0.487312,0.487647,0.841209,0.754174,0.486359, , , ,  , , ,  , , ,  , , , 
594,0.379378,0.412127,0.463099,0.405423,0.519964,0.608549,0.513016,0.489461,0.487588,0.837626,0.7534,0.481571, , , ,  , , ,  , , ,  , , , 
595,0.381579,0.412656,0.46556,0.405851,0.519351,0.612467,0.510353,0.488636,0.491443,0.837472,0.755083,0.485399, , , ,  , , ,  , , ,  , , , 
596,0.38507,0.41117,0.472035,0.40181,0.519222,0.613244,0.511333,0.488946,0.490622,0.841535,0.755466,0.477039, , , ,  , , ,  , , ,  , , , 
597,0.385114,0.410731,0.472245,0.402106,0.518067,0.612367,0.512104,0.484969,0.490379,0.839312,0.76106,0.484736, , , ,  , , ,  , , ,  , , , 
598,0.386456,0.411031,0.473512,0.402095,0.511741,0.609919,0.515868,0.483909,0.489729,0.838162,0.761669,0.477712, , , ,  , , ,  , , ,  , , , 
599,0.387912,0.410461,0.475169,0.397381,0.509933,0.611284,0.520218,0.481223,0.485368,0.841816,0.763518,0.482919, , , ,  , , ,  , , ,  , , , 
600,0.39037,0.410986,0.487146,0.841399,0.764203,0.483932, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
601,0.386141,0.409678,0.494243,0.840979,0.764152,0.482483, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
602,0.384785,0.410342,0.49284,0.841905,0.762303,0.481789, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
603,0.385867,0.410905,0.496018,0.843023,0.759993,0.472959, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
604,0.392576,0.412402,0.488528,0.845402,0.762892,0.4789, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
605,0.393742,0.408562,0.487696,0.838755,0.765557,0.486128, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
606,0.406384,0.40779,0.48478,0.840787,0.765804,0.486313, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
607,0.402933,0.408062,0.484114,0.841048,0.755831,0.486627, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
608,0.407145,0.405579,0.485505,0.840741,0.760586,0.486368, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
609,0.393699,0.399176,0.492706,0.839065,0.763792,0.486634, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
610,0.381177,0.393153,0.498869,0.838531,0.76512,0.484028, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
611,0.378244,0.392723,0.499298,0.83496,0.756907,0.489534, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
612,0.378609,0.392616,0.499492,0.843177,0.751262,0.494244, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
613,0.378085,0.393033,0.501054,0.827924,0.763263,0.487059, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
614,0.376781,0.392583,0.500952,0.829244,0.763655,0.486736, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
615,0.377852,0.396897,0.500608,0.826485,0.765401,0.486222, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
616,0.379782,0.394825,0.501414,0.824546,0.767339,0.484336, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
617,0.378813,0.393021,0.500332,0.825359,0.766955,0.483737, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
618,0.378297,0.392279,0.500742,0.824416,0.767337,0.489663, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
619,0.378515,0.390695,0.501274,0.824347,0.775602,0.487599, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
620,0.37895,0.38023,0.503826,0.824198,0.766024,0.485122, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
621,0.377249,0.382545,0.501072,0.821013,0.776065,0.490183, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
622,0.372306,0.38207,0.501343,0.815923,0.770058,0.500487, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
623,0.373913,0.38044,0.50449,0.811912,0.761108,0.504955, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
624,0.37359,0.386485,0.502861,0.815851,0.764917,0.489517, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
625,0.37504,0.390558,0.506048,0.818766,0.767686,0.487981, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
626,0.370254,0.393862,0.505922,0.816267,0.771408,0.487653, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
627,0.368218,0.394586,0.504252,0.836455,0.770658,0.469769, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
628,0.371002,0.393965,0.504061,0.826605,0.770794,0.479221, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
629,0.37175,0.391679,0.507973,0.822877,0.770992,0.484671, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
630,0.368608,0.391424,0.511891,0.817185,0.770512,0.482374, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
631,0.369447,0.394096,0.510635,0.811073,0.771544,0.482472, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
632,0.366139,0.396992,0.515388,0.810641,0.771277,0.483195, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
633,0.366704,0.393357,0.518361,0.810061,0.771295,0.482884, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
634,0.366788,0.393326,0.518103,0.808978,0.771107,0.482106, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
635,0.36716,0.39292,0.517862,0.809138,0.770359,0.481424, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
636,0.365304,0.392763,0.517164,0.808263,0.766382,0.481831, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
637,0.366631,0.392351,0.516916,0.808742,0.76598,0.469601, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
638,0.36693,0.392498,0.515675,0.803124,0.766584,0.466417, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
639,0.373115,0.392761,0.522429,0.79867,0.766516,0.469312, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
640,0.372627,0.391894,0.522353,0.799117,0.766528,0.470765, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
641,0.379555,0.397417,0.534491,0.803783,0.766137,0.476109, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
642,0.376275,0.39756,0.52719,0.802801,0.768336,0.469727, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
643,0.380886,0.400481,0.532772,0.805286,0.765764,0.472829, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
644,0.381551,0.401439,0.527569,0.802389,0.766206,0.466733, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
645,0.383299,0.401137,0.533744,0.800503,0.768007,0.463867, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
646,0.383325,0.401323,0.533389,0.80004,0.766731,0.46501, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
647,0.38388,0.402059,0.535676,0.800039,0.76692,0.465345, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
648,0.383936,0.401973,0.534616,0.799132,0.766059,0.471265, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
649,0.383915,0.402096,0.534895,0.799943,0.766552,0.47284, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
650,0.38251,0.406045,0.536224,0.799055,0.766497,0.472574, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
651,0.384938,0.408523,0.534211,0.799991,0.766296,0.487113, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
652,0.383024,0.41145,0.535577,0.798599,0.766114,0.489365, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
653,0.382092,0.403998,0.534019,0.803115,0.766055,0.490305, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
654,0.380664,0.413771,0.536914,0.803486,0.764588,0.489355, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
655,0.381274,0.413314,0.536984,0.805592,0.765162,0.488896, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
656,0.377465,0.414575,0.536306,0.803806,0.764504,0.486644, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
657,0.382988,0.424948,0.537338,0.807348,0.766426,0.499208, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
658,0.385564,0.42655,0.537288,0.803847,0.764675,0.490152, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
659,0.384295,0.430233,0.537849,0.807777,0.763454,0.493331, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
660,0.382604,0.435014,0.53737,0.809883,0.766287,0.496764, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
661,0.383176,0.434775,0.536991,0.807097,0.754429,0.515792, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
662,0.385057,0.434242,0.537079,0.810033,0.75115,0.516638, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
663,0.38474,0.435014,0.536762,0.821369,0.747719,0.516939, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
664,0.386037,0.434288,0.539908,0.817713,0.741822,0.516342, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
665,0.380358,0.435725,0.541024,0.816545,0.743339,0.517089, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
666,0.380815,0.441406,0.539694,0.81854,0.741108,0.51816, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
667,0.384318,0.437645,0.541193,0.818889,0.746899,0.516084, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
668,0.382303,0.445676,0.537237,0.825065,0.73794,0.521069, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
669,0.383078,0.447984,0.539205,0.826485,0.730776,0.524134, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
670,0.383273,0.448012,0.536674,0.833876,0.729319,0.524521, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
671,0.383045,0.450586,0.53674,0.832711,0.729013,0.523839, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
672,0.382812,0.448048,0.536729,0.833504,0.72913,0.523476, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
673,0.382751,0.440488,0.537219,0.834813,0.729276,0.524221, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
674,0.383651,0.445674,0.536966,0.839597,0.729172,0.52386, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
675,0.390109,0.441183,0.536789,0.842067,0.728494,0.524978, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
676,0.384607,0.442788,0.536767,0.841048,0.728955,0.522148, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
677,0.382757,0.442095,0.536275,0.838968,0.725516,0.517808, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
678,0.383074,0.44291,0.537343,0.838168,0.731022,0.522702, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
679,0.382452,0.438412,0.535831,0.834724,0.732526,0.525257, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
680,0.384243,0.438435,0.536518,0.830425,0.731343,0.526075, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
681,0.383052,0.436727,0.536736,0.834632,0.731662,0.524688, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
682,0.381167,0.44067,0.53466,0.837885,0.738852,0.525588, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
683,0.383427,0.450541,0.528889,0.837795,0.73205,0.53446, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
684,0.382718,0.43849,0.534668,0.834895,0.732978,0.5342, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
685,0.384442,0.435997,0.536389,0.83635,0.744195,0.539133, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
686,0.388105,0.435431,0.532318,0.829657,0.733573,0.531055, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
687,0.38651,0.436096,0.533886,0.830129,0.733368,0.536962, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
688,0.385106,0.440785,0.534804,0.827134,0.733857,0.54025, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
689,0.383518,0.441427,0.534959,0.828036,0.734222,0.542689, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
690,0.384773,0.43987,0.540342,0.830839,0.734566,0.548572, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
691,0.384894,0.436239,0.544007,0.830236,0.73347,0.552016, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
692,0.384654,0.433872,0.541672,0.825925,0.738336,0.555657, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
693,0.384193,0.432586,0.544108,0.827659,0.738197,0.555511, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
694,0.384353,0.434559,0.549202,0.826953,0.734724,0.554653, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
695,0.38355,0.435113,0.547168,0.828356,0.733724,0.553545, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
696,0.382561,0.429555,0.546816,0.827486,0.731363,0.555552, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
697,0.382243,0.420752,0.541051,0.827634,0.728271,0.55761, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
698,0.382167,0.418847,0.541369,0.823473,0.7251,0.55512, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
699,0.377411,0.418226,0.539307,0.824342,0.723495,0.557746, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
700,0.376379,0.41725,0.538678,0.815319,0.721399,0.559402, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
701,0.371431,0.422458,0.536363,0.811484,0.720428,0.557687, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
702,0.374954,0.417116,0.535732,0.814836,0.720875,0.557243, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
703,0.36974,0.423797,0.541774,0.812453,0.716584,0.558806, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
704,0.369612,0.426332,0.541662,0.806438,0.71408,0.558902, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
705,0.372446,0.419811,0.541613,0.806171,0.713569,0.558923, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
706,0.372983,0.419029,0.543881,0.809511,0.710813,0.559609, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
707,0.377776,0.418837,0.540803,0.808988,0.710495,0.559664, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
708,0.378172,0.422972,0.540963,0.812672,0.709757,0.561947, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
709,0.382037,0.418562,0.541245,0.812491,0.710916,0.568016, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
710,0.38503,0.420824,0.537704,0.812126,0.711139,0.570116, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
711,0.38908,0.414303,0.536857,0.812663,0.713646,0.570668, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
712,0.388369,0.407106,0.530422,0.812655,0.715848,0.572959, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
713,0.38616,0.408044,0.531515,0.81331,0.717959,0.576535, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
714,0.393621,0.405157,0.537164,0.814543,0.719927,0.576439, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
715,0.376307,0.407364,0.53068,0.822137,0.719872,0.572663, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
716,0.382713,0.407754,0.530214,0.815556,0.720501,0.571575, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
717,0.385378,0.407957,0.533642,0.812649,0.714755,0.572676, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
718,0.385195,0.407377,0.532164,0.813392,0.717324,0.567161, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
719,0.386519,0.407375,0.532826,0.818245,0.712583,0.559745, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
720,0.385907,0.406841,0.5307,0.813721,0.710202,0.560023, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
721,0.386179,0.406701,0.530428,0.814054,0.710355,0.55887, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
722,0.38993,0.404921,0.530076,0.816126,0.710677,0.555488, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
723,0.394093,0.405294,0.531401,0.81772,0.710238,0.555757, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
724,0.400783,0.404362,0.531027,0.823855,0.708908,0.559386, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
725,0.397761,0.399249,0.531105,0.818629,0.710461,0.559328, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
726,0.393336,0.397083,0.530621,0.813343,0.710722,0.561674, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
727,0.401111,0.402059,0.530909,0.815677,0.709699,0.563057, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
728,0.409478,0.40574,0.530884,0.819719,0.71007,0.565026, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
729,0.396578,0.392348,0.531013,0.814493,0.710393,0.560728, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
730,0.393314,0.392948,0.530754,0.81345,0.712111,0.56109, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
731,0.409687,0.403727,0.530863,0.813192,0.710083,0.564741, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
732,0.40295,0.400699,0.529826,0.814588,0.710554,0.567986, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
733,0.407552,0.402784,0.532762,0.814605,0.709363,0.568889, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
734,0.403199,0.391866,0.531238,0.809997,0.705954,0.567938, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
735,0.388042,0.387311,0.532094,0.805072,0.707696,0.563287, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
736,0.389344,0.388064,0.531689,0.809394,0.708256,0.56588, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
737,0.395108,0.388811,0.531457,0.814499,0.706706,0.569138, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
738,0.412981,0.389954,0.534141,0.814061,0.708826,0.567173, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
739,0.414762,0.393753,0.538163,0.813911,0.707982,0.565662, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
740,0.413937,0.398507,0.542219,0.817814,0.71043,0.566987, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
741,0.414622,0.39828,0.548468,0.822134,0.709874,0.561514, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
742,0.418241,0.39452,0.545934,0.8227,0.713036,0.561062, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
743,0.421141,0.398949,0.549618,0.816369,0.715505,0.567453, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
744,0.423461,0.397956,0.545875,0.813454,0.713444,0.569085, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
745,0.425847,0.399602,0.551371,0.815574,0.712576,0.569053, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
746,0.430756,0.395497,0.553856,0.808534,0.713505,0.569318, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
747,0.435179,0.397809,0.551331,0.813748,0.713134,0.569724, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
748,0.437983,0.397555,0.553347,0.815404,0.712404,0.569484, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
749,0.445379,0.38981,0.539787,0.813959,0.716958,0.569348, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
750,0.447041,0.388415,0.538617,0.814491,0.71233,0.569342, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
751,0.446394,0.387805,0.539477,0.813324,0.713638,0.56872, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
752,0.446646,0.388291,0.535982,0.813789,0.715367,0.570438, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
753,0.446121,0.388628,0.527659,0.814082,0.716454,0.573513, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
754,0.446432,0.386307,0.52816,0.815522,0.718311,0.586384, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
755,0.446838,0.385435,0.525599,0.81428,0.711414,0.552799, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
756,0.447609,0.381428,0.524225,0.813458,0.711598,0.561, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
757,0.447992,0.37465,0.526017,0.813029,0.712781,0.557994, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
758,0.441634,0.373176,0.529407,0.814024,0.712834,0.55881, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
759,0.441983,0.38044,0.533879,0.813615,0.712748,0.559348, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
760,0.448304,0.377552,0.533017,0.813711,0.717014,0.559396, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
761,0.442878,0.379947,0.537093,0.813094,0.715958,0.556827, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
762,0.444926,0.381727,0.540012,0.813087,0.713281,0.56109, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
763,0.445545,0.386354,0.541207,0.813971,0.712924,0.557897, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
764,0.444488,0.385138,0.542249,0.817221,0.711327,0.557803, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
765,0.441702,0.377863,0.546694,0.824937,0.712985,0.552769, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
766,0.442315,0.380558,0.544329,0.825677,0.713716,0.552988, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
767,0.443463,0.382021,0.543174,0.825821,0.713557,0.552801, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
768,0.437337,0.379892,0.545337,0.825481,0.714249,0.553493, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
769,0.440212,0.382568,0.541575,0.825589,0.711367,0.553192, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
770,0.437647,0.385937,0.540258,0.826321,0.708744,0.556727, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
771,0.430056,0.387414,0.530435,0.825774,0.716855,0.554744, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
772,0.425783,0.386618,0.520572,0.825424,0.718205,0.556902, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
773,0.42793,0.386883,0.518962,0.828659,0.720343,0.555822, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
774,0.428031,0.390373,0.516379,0.827013,0.72598,0.555043, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
775,0.427106,0.402056,0.517096,0.823844,0.722571,0.553425, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
776,0.430836,0.400493,0.513296,0.826315,0.718659,0.553123, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
777,0.424198,0.401222,0.514744,0.826628,0.714541,0.552838, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
778,0.419874,0.405989,0.51734,0.833509,0.718135,0.553115, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
779,0.414345,0.404732,0.517404,0.83248,0.723897,0.553187, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
780,0.412794,0.399466,0.520426,0.839598,0.729928,0.544991, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
781,0.418274,0.404685,0.525684,0.838509,0.730102,0.543668, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
782,0.42097,0.407799,0.529962,0.838384,0.724879,0.55134, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
783,0.4234,0.410774,0.531201,0.838979,0.725098,0.553982, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
784,0.425112,0.410803,0.5314,0.839081,0.722186,0.552847, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
785,0.421828,0.409474,0.531707,0.837195,0.721964,0.553425, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
786,0.422934,0.410965,0.531395,0.837669,0.723041,0.556879, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
787,0.424556,0.412884,0.531535,0.837404,0.722257,0.550398, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
788,0.423656,0.403793,0.531323,0.837429,0.7248,0.547208, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
789,0.424,0.401769,0.530292,0.837507,0.724799,0.547217, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
790,0.42372,0.401108,0.530383,0.837581,0.721718,0.545466, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
791,0.424024,0.403649,0.530794,0.837566,0.720185,0.54632, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
792,0.42389,0.404398,0.530932,0.836883,0.722169,0.548824, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
793,0.423491,0.406586,0.530031,0.83225,0.71643,0.546213, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
794,0.421483,0.407421,0.5302,0.828238,0.724247,0.549402, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
795,0.420754,0.397605,0.531875,0.822488,0.727772,0.547845, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
796,0.420487,0.401006,0.534806,0.820746,0.727915,0.543404, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
797,0.419192,0.401555,0.534378,0.819394,0.729921,0.544772, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
798,0.418831,0.397133,0.531783,0.818345,0.730674,0.544835, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
799,0.416845,0.396825,0.526612,0.817982,0.735043,0.545156, , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
800,0.818162,0.740509,0.540655, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
801,0.817671,0.741869,0.537494, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
802,0.818307,0.740461,0.537095, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
803,0.818417,0.740074,0.538319, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
804,0.818255,0.740482,0.536436, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
805,0.819134,0.741193,0.538785, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
806,0.818987,0.740679,0.543817, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
807,0.825411,0.74326,0.545812, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
